,Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Solar Zenith Angle,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
0,2005,1,1,0,0,0,0,0,7,-4.15,0,0,0,162.567721539,5.85,834,50,0.984251983464,217,2
1,2005,1,1,1,0,0,0,0,6,-4.15,0,0,0,158.777989931,5.85,834,51,0.984251983464,278,2
2,2005,1,1,2,0,0,0,0,7,-4.15,0,0,0,149.774133254,4.85,834,52,0.984251983464,291,2
3,2005,1,1,3,0,0,0,0,4,-4.15,0,0,0,138.963871121,4.85,834,53,0.984251983464,293,2
4,2005,1,1,4,0,0,0,0,7,-4.15,0,0,0,127.618374461,4.85,834,54,0.984251983464,296,3
5,2005,1,1,5,0,0,0,0,7,-4.15,0,0,0,116.241390254,4.85,834,54,0.984251983464,295,3
6,2005,1,1,6,0,0,0,0,4,-4.15,0,0,0,105.130267516,4.85,834,51,0.94488190487,291,3
7,2005,1,1,7,0,0,0,0,1,-5.15,0,0,0,94.5491588627,5.85,834,48,0.94488190487,285,3
8,2005,1,1,8,0,34,364,67,-15,-5.15,35,166,50,84.802723919,5.85,835,45,0.905511826277,279,3
9,2005,1,1,9,0,53,743,229,4,-6.15,80,399,175,76.2853196992,6.85,835,42,0.866141747683,275,3
10,2005,1,1,10,0,63,870,368,4,-6.15,154,188,219,69.4981881601,6.85,835,39,0.866141747683,271,3
11,2005,1,1,11,0,68,924,458,3,-7.15,149,493,357,65.0185028236,6.85,835,36,0.82677166909,266,3
12,2005,1,1,12,0,69,943,492,1,-7.15,84,794,440,63.3561780782,6.85,837,36,0.82677166909,259,2
13,2005,1,1,13,0,67,935,466,0,-7.15,67,935,466,64.734711788,6.85,837,36,0.787401590496,220,2
14,2005,1,1,14,0,60,898,383,0,-7.15,60,898,383,68.9673043824,6.85,837,36,0.787401590496,196,2
15,2005,1,1,15,0,47,818,251,0,-7.15,47,818,251,75.5615279787,6.85,839,36,0.787401590496,181,2
16,2005,1,1,16,0,28,557,87,-15,-7.15,28,557,87,83.9386064716,6.85,839,36,0.748031511903,174,2
17,2005,1,1,17,0,0,0,0,1,-7.15,0,0,0,93.5871184073,6.85,839,36,0.748031511903,154,2
18,2005,1,1,18,0,0,0,0,0,-7.15,0,0,0,104.102764139,5.85,840,39,0.748031511903,177,2
19,2005,1,1,19,0,0,0,0,1,-7.15,0,0,0,115.17390376,4.85,840,42,0.748031511903,183,2
20,2005,1,1,20,0,0,0,0,0,-7.15,0,0,0,126.534324612,3.85,840,45,0.748031511903,190,2
21,2005,1,1,21,0,0,0,0,1,-7.15,0,0,0,137.89318412,2.85,842,48,0.787401590496,198,2
22,2005,1,1,22,0,0,0,0,0,-7.15,0,0,0,148.77684361,1.85,842,50,0.787401590496,206,2
23,2005,1,1,23,0,0,0,0,1,-8.15,0,0,0,158.027310393,0.85,843,52,0.787401590496,211,2
24,2005,1,2,0,0,0,0,0,1,-8.15,0,0,0,162.476919556,0.85,843,53,0.748031511903,210,2
25,2005,1,2,1,0,0,0,0,1,-8.15,0,0,0,158.75874305,0.85,843,54,0.748031511903,206,2
26,2005,1,2,2,0,0,0,0,1,-8.15,0,0,0,149.794404132,-0.15,843,54,0.748031511903,200,2
27,2005,1,2,3,0,0,0,0,1,-8.15,0,0,0,138.998994699,-0.15,843,55,0.748031511903,193,2
28,2005,1,2,4,0,0,0,0,7,-8.15,0,0,0,127.657124865,-0.15,843,55,0.748031511903,187,2
29,2005,1,2,5,0,0,0,0,4,-8.15,0,0,0,116.277705947,-0.15,843,55,0.708661433309,184,2
30,2005,1,2,6,0,0,0,0,7,-8.15,0,0,0,105.159851501,-0.15,843,54,0.708661433309,183,2
31,2005,1,2,7,0,0,0,0,7,-9.15,0,0,0,94.5681344159,-0.15,843,52,0.748031511903,180,1
32,2005,1,2,8,0,34,365,67,-15,-9.15,35,175,50,84.8070367556,0.85,843,51,0.748031511903,184,1
33,2005,1,2,9,0,53,747,230,4,-8.15,80,393,173,76.270588331,0.85,843,49,0.748031511903,96,1
34,2005,1,2,10,0,63,874,369,7,-8.15,81,668,316,69.4601351321,1.85,843,48,0.748031511903,81,2
35,2005,1,2,11,0,68,928,461,7,-8.15,141,523,363,64.9542414714,1.85,843,46,0.748031511903,82,2
36,2005,1,2,12,0,70,947,496,7,-9.15,172,437,369,63.2660129695,1.85,843,45,0.708661433309,82,2
37,2005,1,2,13,0,67,940,470,6,-9.15,190,80,225,64.6228749832,1.85,843,45,0.708661433309,82,2
38,2005,1,2,14,0,60,904,387,6,-9.15,148,41,163,68.8403594724,1.85,843,44,0.669291354716,82,2
39,2005,1,2,15,0,46,825,254,7,-9.15,92,0,92,75.4257856752,1.85,842,43,0.669291354716,82,2
40,2005,1,2,16,0,30,570,91,-15,-10.15,33,0,33,83.7986631887,1.85,842,42,0.669291354716,82,2
41,2005,1,2,17,0,0,0,0,6,-10.15,0,0,0,93.4457228951,1.85,842,42,0.629921276122,82,2
42,2005,1,2,18,0,0,0,0,7,-10.15,0,0,0,103.961319749,0.85,842,44,0.669291354716,75,2
43,2005,1,2,19,0,0,0,0,7,-10.15,0,0,0,115.032861984,0.85,842,46,0.669291354716,62,2
44,2005,1,2,20,0,0,0,0,7,-10.15,0,0,0,126.393464778,-0.15,842,48,0.669291354716,34,2
45,2005,1,2,21,0,0,0,0,4,-9.15,0,0,0,137.751809863,-0.15,842,50,0.669291354716,189,2
46,2005,1,2,22,0,0,0,0,4,-9.15,0,0,0,148.634551057,-0.15,842,52,0.669291354716,180,2
