,Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Solar Zenith Angle,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
0,2005,1,1,0,0,0,0,0,7,-5.15,0,0,0,163.239582273,2.85,802,58,0.94488190487,238,4
1,2005,1,1,1,0,0,0,0,7,-5.15,0,0,0,159.41994029,2.85,802,58,0.905511826277,238,4
2,2005,1,1,2,0,0,0,0,7,-5.15,0,0,0,150.236388056,1.85,802,58,0.905511826277,240,4
3,2005,1,1,3,0,0,0,0,7,-5.15,0,0,0,139.27493801,1.85,802,58,0.866141747683,241,4
4,2005,1,1,4,0,0,0,0,7,-6.15,0,0,0,127.805945281,1.85,801,57,0.866141747683,242,4
5,2005,1,1,5,0,0,0,0,7,-6.15,0,0,0,116.318615558,1.85,801,56,0.866141747683,245,4
6,2005,1,1,6,0,0,0,0,1,-6.15,0,0,0,105.100799096,2.85,802,52,0.82677166909,248,4
7,2005,1,1,7,0,0,0,0,4,-7.15,0,0,0,94.410699564,2.85,802,49,0.787401590496,252,4
8,2005,1,1,8,0,34,397,72,-15,-7.15,36,236,58,84.5495974421,3.85,802,45,0.748031511903,257,4
9,2005,1,1,9,0,52,768,239,3,-7.15,69,532,198,75.9116453717,4.85,802,42,0.748031511903,259,4
10,2005,1,1,10,0,62,891,381,2,-8.15,76,711,331,69.0035718719,4.85,804,38,0.708661433309,264,4
11,2005,1,1,11,0,66,944,474,1,-8.15,64,879,443,64.4161395866,5.85,804,36,0.708661433309,266,4
12,2005,1,1,12,0,68,963,510,0,-8.15,68,963,510,62.6789396067,5.85,804,36,0.708661433309,268,3
13,2005,1,1,13,0,66,956,484,0,-8.15,66,956,484,64.0303912653,4.85,806,37,0.708661433309,259,3
14,2005,1,1,14,0,59,922,400,0,-8.15,59,922,400,68.2830218749,4.85,806,38,0.708661433309,262,3
15,2005,1,1,15,0,46,849,267,0,-8.15,46,849,267,74.9309861614,4.85,806,39,0.708661433309,266,2
16,2005,1,1,16,0,29,612,100,-15,-9.15,29,612,100,83.3806479617,3.85,806,39,0.708661433309,276,2
17,2005,1,1,17,0,0,0,0,0,-8.15,0,0,0,93.1108679186,3.85,807,41,0.708661433309,167,2
18,2005,1,1,18,0,0,0,0,0,-8.15,0,0,0,103.713644048,2.85,807,44,0.708661433309,269,2
19,2005,1,1,19,0,0,0,0,0,-8.15,0,0,0,114.878070164,1.85,807,48,0.708661433309,266,2
20,2005,1,1,20,0,0,0,0,4,-8.15,0,0,0,126.342967759,0.85,809,51,0.708661433309,262,2
21,2005,1,1,21,0,0,0,0,0,-8.15,0,0,0,137.82888748,-0.15,809,55,0.708661433309,259,3
22,2005,1,1,22,0,0,0,0,0,-8.15,0,0,0,148.886621677,-1.15,809,58,0.708661433309,258,3
23,2005,1,1,23,0,0,0,0,0,-8.15,0,0,0,158.402146984,-2.15,810,60,0.708661433309,257,3
24,2005,1,2,0,0,0,0,0,0,-8.15,0,0,0,163.147461758,-2.15,810,60,0.708661433309,257,3
25,2005,1,2,1,0,0,0,0,0,-9.15,0,0,0,159.402630036,-2.15,810,60,0.669291354716,257,3
26,2005,1,2,2,0,0,0,0,0,-9.15,0,0,0,150.259202351,-2.15,810,60,0.669291354716,255,3
27,2005,1,2,3,0,0,0,0,7,-9.15,0,0,0,139.312324594,-2.15,810,61,0.629921276122,255,3
28,2005,1,2,4,0,0,0,0,7,-9.15,0,0,0,127.846695496,-2.15,810,61,0.629921276122,255,4
29,2005,1,2,5,0,0,0,0,7,-9.15,0,0,0,116.356763162,-2.15,810,60,0.629921276122,255,3
