,Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Solar Zenith Angle,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
0,2011,1,1,0,0,0,0,0,1,-22.15,0,0,0,163.278297085,-16.15,815,65,0.196850411594,244,5
1,2011,1,1,1,0,0,0,0,0,-21.15,0,0,0,159.42288986,-16.15,815,65,0.196850411594,242,5
2,2011,1,1,2,0,0,0,0,0,-21.15,0,0,0,150.220961543,-16.15,815,65,0.196850411594,242,5
3,2011,1,1,3,0,0,0,0,0,-21.15,0,0,0,139.252970386,-16.15,817,65,0.196850411594,241,5
4,2011,1,1,4,0,0,0,0,0,-21.15,0,0,0,127.782500541,-16.15,817,65,0.196850411594,240,5
5,2011,1,1,5,0,0,0,0,1,-21.15,0,0,0,116.296372298,-16.15,817,65,0.196850411594,240,5
6,2011,1,1,6,0,0,0,0,7,-20.15,0,0,0,105.081666855,-15.15,817,65,0.236220490187,242,4
7,2011,1,1,7,0,0,0,0,7,-19.15,0,0,0,94.3964367977,-14.15,818,64,0.275590568781,247,4
8,2011,1,1,8,0,36,404,74,-15,-18.15,35,93,44,84.5420869713,-12.15,818,64,0.314960647374,251,4
9,2011,1,1,9,0,55,781,245,7,-17.15,78,0,78,75.9130025321,-11.15,818,63,0.314960647374,257,3
10,2011,1,1,10,0,65,905,389,6,-16.15,115,0,115,69.015941689,-10.15,818,63,0.354330725968,266,3
11,2011,1,1,11,0,71,958,484,7,-15.15,195,95,236,64.4411118273,-9.15,818,62,0.393700804561,275,3
12,2011,1,1,12,0,71,977,519,7,-15.15,164,13,170,62.7166397331,-9.15,818,61,0.354330725968,266,3
13,2011,1,1,13,0,69,969,493,6,-16.15,109,0,109,64.0790159872,-9.15,820,60,0.354330725968,266,2
14,2011,1,1,14,0,62,934,407,7,-16.15,129,456,297,68.3395229681,-9.15,820,59,0.354330725968,249,2
15,2011,1,1,15,0,49,857,271,0,-16.15,49,857,271,74.9923216865,-9.15,820,59,0.354330725968,251,2
16,2011,1,1,16,0,31,609,101,-15,-16.15,31,609,101,83.4445350102,-9.15,820,58,0.354330725968,249,3
17,2011,1,1,17,0,0,0,0,0,-16.15,0,0,0,93.1758946669,-9.15,820,58,0.354330725968,248,3
18,2011,1,1,18,0,0,0,0,0,-16.15,0,0,0,103.779023325,-10.15,820,58,0.354330725968,244,3
