,Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Solar Zenith Angle,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
0,2009,1,1,0,0,0,0,0,7,-8.15,0,0,0,163.236606082,1.85,801,49,0.669291354716,251,5
1,2009,1,1,1,0,0,0,0,7,-8.15,0,0,0,159.417990285,1.85,801,49,0.669291354716,251,5
2,2009,1,1,2,0,0,0,0,1,-8.15,0,0,0,150.235209466,1.85,801,49,0.669291354716,251,4
3,2009,1,1,3,0,0,0,0,8,-8.15,0,0,0,139.274072657,1.85,801,49,0.669291354716,251,4
4,2009,1,1,4,0,0,0,0,1,-8.15,0,0,0,127.80515308,1.85,801,49,0.669291354716,251,4
5,2009,1,1,5,0,0,0,0,7,-8.15,0,0,0,116.317761721,1.85,801,49,0.669291354716,252,4
6,2009,1,1,6,0,0,0,0,7,-8.15,0,0,0,105.099790594,2.85,801,47,0.669291354716,254,4
7,2009,1,1,7,0,0,0,0,6,-8.15,0,0,0,94.4094588983,2.85,801,44,0.708661433309,255,3
8,2009,1,1,8,0,34,376,70,-15,-8.15,36,221,57,84.5480518856,3.85,801,42,0.708661433309,258,3
9,2009,1,1,9,0,53,743,234,-15,-8.15,78,465,191,75.9097326488,4.85,802,40,0.708661433309,259,3
10,2009,1,1,10,0,63,866,373,-15,-7.15,116,527,305,69.0012502975,5.85,802,38,0.708661433309,262,3
11,2009,1,1,11,0,69,918,465,-15,-7.15,139,556,380,64.4134192498,6.85,802,36,0.748031511903,264,3
12,2009,1,1,12,0,71,936,500,-15,-7.15,149,565,408,62.6759071556,5.85,801,39,0.787401590496,262,3
13,2009,1,1,13,0,68,927,474,-15,-6.15,98,737,420,64.0271959285,5.85,801,41,0.787401590496,261,3
14,2009,1,1,14,0,60,891,390,-15,-6.15,82,714,346,68.2798173743,5.85,801,43,0.82677166909,261,4
15,2009,1,1,15,0,48,811,259,-15,-5.15,63,641,229,74.9278790021,5.85,801,45,0.866141747683,259,4
16,2009,1,1,16,0,31,555,95,-15,-5.15,37,403,84,83.3776869101,5.85,801,47,0.905511826277,258,4
17,2009,1,1,17,0,0,0,0,7,-4.15,0,0,0,93.108060947,5.85,801,49,0.905511826277,257,4
18,2009,1,1,18,0,0,0,0,7,-4.15,0,0,0,103.71097106,4.85,801,52,0.905511826277,255,5
19,2009,1,1,19,0,0,0,0,7,-4.15,0,0,0,114.875494264,4.85,801,53,0.94488190487,252,5
20,2009,1,1,20,0,0,0,0,7,-4.15,0,0,0,126.340433403,3.85,801,55,0.94488190487,251,5
21,2009,1,1,21,0,0,0,0,7,-4.15,0,0,0,137.826308883,3.85,801,57,0.94488190487,249,5
22,2009,1,1,22,0,0,0,0,6,-4.15,0,0,0,148.883858201,2.85,801,58,0.94488190487,247,5
23,2009,1,1,23,0,0,0,0,6,-4.15,0,0,0,158.3990137,2.85,801,60,0.94488190487,245,5
24,2009,1,2,0,0,0,0,0,9,-4.15,0,0,0,163.144265319,2.85,801,61,0.94488190487,245,5
25,2009,1,2,1,0,0,0,0,6,-5.15,0,0,0,159.400457666,1.85,801,61,0.94488190487,245,5
26,2009,1,2,2,0,0,0,0,6,-5.15,0,0,0,150.257836258,1.85,801,61,0.905511826277,244,5
27,2009,1,2,3,0,0,0,0,6,-4.15,0,0,0,139.311291445,1.85,801,62,0.905511826277,244,5
28,2009,1,2,4,0,0,0,0,6,-5.15,0,0,0,127.845742381,1.85,801,62,0.905511826277,244,5
29,2009,1,2,5,0,0,0,0,6,-4.15,0,0,0,116.355747605,1.85,799,62,0.905511826277,242,5
30,2009,1,2,6,0,0,0,0,7,-4.15,0,0,0,105.130941236,2.85,799,58,0.905511826277,241,5
31,2009,1,2,7,0,0,0,0,7,-4.15,0,0,0,94.4299314191,3.85,799,55,0.94488190487,240,5
32,2009,1,2,8,0,34,373,69,-15,-4.15,36,194,54,84.5537885524,5.85,799,52,0.94488190487,238,5
33,2009,1,2,9,0,54,740,234,-15,-4.15,84,409,184,75.89629814,6.85,799,49,0.984251983464,237,5
34,2009,1,2,10,0,63,864,373,-15,-4.15,129,456,293,68.9642519282,6.85,798,46,0.984251983464,235,4
35,2009,1,2,11,0,69,917,466,-15,-4.15,162,470,366,64.3498226942,7.85,798,44,1.02362206206,234,4
36,2009,1,2,12,0,70,937,501,-15,-3.15,176,473,393,62.5859374584,7.85,798,45,1.06299214065,232,4
37,2009,1,2,13,0,68,929,477,-15,-3.15,161,488,376,63.9151703485,7.85,796,47,1.06299214065,231,4
38,2009,1,2,14,0,62,894,394,-15,-2.15,129,488,311,68.1525010679,7.85,796,49,1.10236221924,230,4
39,2009,1,2,15,0,48,815,262,-15,-2.15,87,456,206,74.7917643012,7.85,796,50,1.14173229784,228,4
40,2009,1,2,16,0,32,566,98,-15,-2.15,44,288,78,83.2374676872,6.85,794,52,1.18110237643,227,5
41,2009,1,2,17,0,0,0,0,0,-2.15,0,0,0,92.9665209239,6.85,794,54,1.18110237643,227,5
42,2009,1,2,18,0,0,0,0,0,-1.15,0,0,0,103.569512773,6.85,794,56,1.18110237643,231,5
43,2009,1,2,19,0,0,0,0,0,-2.15,0,0,0,114.734555704,5.85,794,58,1.14173229784,234,5
44,2009,1,2,20,0,0,0,0,0,-2.15,0,0,0,126.199765515,5.85,794,60,1.14173229784,238,5
45,2009,1,2,21,0,0,0,0,0,-2.15,0,0,0,137.685137747,4.85,793,63,1.10236221924,242,5
46,2009,1,2,22,0,0,0,0,0,-2.15,0,0,0,148.741515205,3.85,793,65,1.10236221924,245,5
47,2009,1,2,23,0,0,0,0,1,-3.15,0,0,0,158.260122625,2.85,793,66,1.06299214065,248,5
48,2009,1,3,0,0,0,0,0,1,-3.15,0,0,0,163.0438743,2.85,793,65,1.02362206206,248,5
49,2009,1,3,1,0,0,0,0,1,-4.15,0,0,0,159.375009813,2.85,793,64,1.02362206206,248,5
50,2009,1,3,2,0,0,0,0,1,-4.15,0,0,0,150.273996537,2.85,791,62,0.984251983464,249,5
51,2009,1,3,3,0,0,0,0,0,-4.15,0,0,0,139.34282189,2.85,791,61,0.94488190487,249,4
52,2009,1,3,4,0,0,0,0,0,-4.15,0,0,0,127.880920434,2.85,791,60,0.905511826277,249,4
53,2009,1,3,5,0,0,0,0,0,-5.15,0,0,0,116.388311929,1.85,791,59,0.905511826277,251,4
54,2009,1,3,6,0,0,0,0,1,-5.15,0,0,0,105.156479166,1.85,793,58,0.905511826277,254,3
55,2009,1,3,7,0,0,0,0,4,-5.15,0,0,0,94.4444740702,1.85,793,58,0.866141747683,269,1
56,2009,1,3,8,0,35,385,71,-15,-5.15,13,0,13,84.5531911102,1.85,794,58,0.866141747683,198,1
57,2009,1,3,9,0,54,759,239,-15,-6.15,45,0,45,75.8760830522,1.85,794,57,0.866141747683,50,2
58,2009,1,3,10,0,64,885,383,-15,-6.15,72,0,72,68.920063056,1.85,796,57,0.866141747683,57,3
59,2009,1,3,11,0,70,940,477,-15,-6.15,90,0,90,64.2787833757,1.85,798,57,0.866141747683,60,4
60,2009,1,3,12,0,71,960,515,-15,-7.15,97,0,97,62.4885671963,0.85,798,58,0.82677166909,64,4
61,2009,1,3,13,0,69,955,491,-15,-7.15,146,4,148,63.7961444983,-0.15,798,58,0.787401590496,67,4
62,2009,1,3,14,0,61,924,407,-15,-7.15,123,0,123,68.0188661885,-0.15,799,60,0.787401590496,69,4
63,2009,1,3,15,0,49,850,274,-15,-7.15,83,0,83,74.6501313267,-1.15,799,61,0.748031511903,72,4
64,2009,1,3,16,0,32,613,106,-15,-8.15,32,0,32,83.0925055678,-2.15,799,61,0.708661433309,74,4
65,2009,1,3,17,0,0,0,0,7,-8.15,0,0,0,92.8209065952,-2.15,801,63,0.708661433309,77,4
66,2009,1,3,18,0,0,0,0,7,-9.15,0,0,0,103.424504619,-3.15,801,65,0.669291354716,77,4
67,2009,1,3,19,0,0,0,0,7,-10.15,0,0,0,114.590424433,-4.15,802,67,0.629921276122,78,4
68,2009,1,3,20,0,0,0,0,4,-10.15,0,0,0,126.056058188,-5.15,802,69,0.590551197529,78,3
69,2009,1,3,21,0,0,0,0,4,-11.15,0,0,0,137.540791841,-6.15,804,71,0.590551197529,79,3
70,2009,1,3,22,0,0,0,0,4,-11.15,0,0,0,148.595369512,-7.15,806,74,0.551181118935,81,3
71,2009,1,3,23,0,0,0,0,4,-12.15,0,0,0,158.115847624,-8.15,806,75,0.511811040342,82,3
72,2009,1,4,0,0,0,0,0,4,-12.15,0,0,0,162.935519977,-9.15,806,75,0.511811040342,84,2
73,2009,1,4,1,0,0,0,0,4,-12.15,0,0,0,159.341578173,-9.15,806,75,0.511811040342,85,2
74,2009,1,4,2,0,0,0,0,7,-12.15,0,0,0,150.283580616,-9.15,807,75,0.511811040342,86,2
75,2009,1,4,3,0,0,0,0,4,-12.15,0,0,0,139.368560149,-9.15,807,75,0.511811040342,88,2
76,2009,1,4,4,0,0,0,0,7,-13.15,0,0,0,127.910595907,-9.15,807,75,0.472440961748,88,2
77,2009,1,4,5,0,0,0,0,4,-13.15,0,0,0,116.415376891,-9.15,807,75,0.472440961748,91,2
78,2009,1,4,6,0,0,0,0,4,-13.15,0,0,0,105.176340793,-9.15,807,72,0.472440961748,98,2
79,2009,1,4,7,0,0,0,0,4,-13.15,0,0,0,94.4530384804,-8.15,807,70,0.472440961748,103,3
80,2009,1,4,8,0,35,396,73,-15,-13.15,36,137,49,84.5462276446,-8.15,809,67,0.472440961748,106,3
81,2009,1,4,9,0,54,774,243,-15,-13.15,93,292,165,75.8490730437,-8.15,809,65,0.472440961748,111,3
82,2009,1,4,10,0,64,899,388,-15,-13.15,148,319,263,68.8686875158,-7.15,809,62,0.472440961748,113,3
83,2009,1,4,11,0,70,952,484,-15,-13.15,187,323,328,64.2003233481,-7.15,809,60,0.472440961748,115,3
84,2009,1,4,12,0,71,971,522,-15,-13.15,202,326,353,62.3838367526,-7.15,809,61,0.472440961748,115,3
85,2009,1,4,13,0,69,965,497,-15,-13.15,206,136,266,63.6701773541,-7.15,809,61,0.472440961748,113,3
86,2009,1,4,14,0,62,933,413,-15,-13.15,169,139,221,67.8789891588,-6.15,807,61,0.511811040342,113,3
87,2009,1,4,15,0,49,859,278,-15,-13.15,113,133,149,74.5030704068,-6.15,807,61,0.511811040342,113,4
88,2009,1,4,16,0,33,625,109,-15,-13.15,51,59,59,82.9428999701,-6.15,807,61,0.511811040342,113,4
89,2009,1,4,17,0,0,0,0,0,-13.15,0,0,0,92.6713219995,-6.15,807,61,0.511811040342,115,3
90,2009,1,4,18,0,0,0,0,0,-12.15,0,0,0,103.276051718,-6.15,807,62,0.511811040342,123,3
91,2009,1,4,19,0,0,0,0,0,-13.15,0,0,0,114.44320419,-7.15,806,63,0.511811040342,135,2
